
---------- Begin Simulation Statistics ----------
simSeconds                                  14.768883                       # Number of seconds simulated (Second)
simTicks                                 14768882797000                       # Number of ticks simulated (Tick)
finalTick                                14768882797000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                  60634.13                       # Real time elapsed on the host (Second)
hostTickRate                                243573743                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1115148                       # Number of bytes of host memory used (Byte)
simInsts                                   8988253217                       # Number of instructions simulated (Count)
simOps                                    17160553451                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   148238                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     283018                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                      14768881998                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.643131                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.608594                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                     19614157081                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                  3353250                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                    19766119319                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued               42421512                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined           2456956840                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined        4476932584                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved             2241323                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples         14336057575                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.378770                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.058504                       # Number of insts issued each cycle (Count)
system.mem_ctrl.dram.bytesPerActivate::768-895        53935      0.20%     99.57% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::896-1023        44276      0.16%     99.74% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::1024-1151        70052      0.26%    100.00% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::total     26890649                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesRead             1916381760                       # Total bytes read (Byte)
system.mem_ctrl.dram.bytesWritten           450142528                       # Total bytes written (Byte)
system.mem_ctrl.dram.avgRdBW               129.758072                       # Average DRAM read bandwidth in MiBytes/s ((Byte/Second))
system.mem_ctrl.dram.avgWrBW                30.479118                       # Average DRAM write bandwidth in MiBytes/s ((Byte/Second))
system.mem_ctrl.dram.peakBW                  12800.00                       # Theoretical peak bandwidth in MiByte/s ((Byte/Second))
system.mem_ctrl.dram.busUtil                     1.25                       # Data bus utilization in percentage (Ratio)
system.mem_ctrl.dram.busUtilRead                 1.01                       # Data bus utilization in percentage for reads (Ratio)
system.mem_ctrl.dram.busUtilWrite                0.24                       # Data bus utilization in percentage for writes (Ratio)
system.mem_ctrl.dram.pageHitRate                27.28                       # Row buffer hit rate, read and write combined (Ratio)
system.mem_ctrl.dram.power_state.pwrStateResidencyTicks::UNDEFINED 14768882797000                       # Cumulative time (in ticks) in various power states (Tick)
system.mem_ctrl.dram.rank0.actEnergy      94833080160                       # Energy for activate commands per rank (pJ) (Joule)
system.mem_ctrl.dram.rank0.preEnergy      50404969890                       # Energy for precharge commands per rank (pJ) (Joule)
system.mem_ctrl.dram.rank0.readEnergy    105412039740                       # Energy for read commands per rank (pJ) (Joule)
system.mem_ctrl.dram.rank0.writeEnergy    18409300920                       # Energy for write commands per rank (pJ) (Joule)
system.mem_ctrl.dram.rank0.refreshEnergy 1165843005600.000244                       # Energy for refresh commands per rank (pJ) (Joule)
system.mem_ctrl.dram.rank0.actBackEnergy 3407855598810                       # Energy for active background per rank (pJ) (Joule)
system.mem_ctrl.dram.rank0.preBackEnergy 2801477858400                       # Energy for precharge background per rank (pJ) (Joule)
system.mem_ctrl.dram.rank0.actPowerDownEnergy            0                       # Energy for active power-down per rank (pJ) (Joule)
system.mem_ctrl.dram.rank0.prePowerDownEnergy            0                       # Energy for precharge power-down per rank (pJ) (Joule)
system.mem_ctrl.dram.rank0.selfRefreshEnergy            0                       # Energy for self refresh per rank (pJ) (Joule)
system.mem_ctrl.dram.rank0.totalEnergy   7644235853520                       # Total energy per rank (pJ) (Joule)
system.mem_ctrl.dram.rank0.averagePower    517.590664                       # Core power per rank (mW) (Watt)
system.mem_ctrl.dram.rank0.totalIdleTime            0                       # Total Idle time Per DRAM Rank (Tick)
system.mem_ctrl.dram.rank0.pwrStateTime::IDLE 7247434528500                       # Time in different power states (Tick)
system.mem_ctrl.dram.rank0.pwrStateTime::REF 493165400000                       # Time in different power states (Tick)
system.mem_ctrl.dram.rank0.pwrStateTime::SREF            0                       # Time in different power states (Tick)
system.mem_ctrl.dram.rank0.pwrStateTime::PRE_PDN            0                       # Time in different power states (Tick)
system.mem_ctrl.dram.rank0.pwrStateTime::ACT 7028282868500                       # Time in different power states (Tick)
system.mem_ctrl.dram.rank0.pwrStateTime::ACT_PDN            0                       # Time in different power states (Tick)
system.mem_ctrl.dram.rank1.actEnergy      97166182260                       # Energy for activate commands per rank (pJ) (Joule)
system.mem_ctrl.dram.rank1.preEnergy      51645043065                       # Energy for precharge commands per rank (pJ) (Joule)
system.mem_ctrl.dram.rank1.readEnergy    108384300360                       # Energy for read commands per rank (pJ) (Joule)
system.mem_ctrl.dram.rank1.writeEnergy    18305449020                       # Energy for write commands per rank (pJ) (Joule)
system.mem_ctrl.dram.rank1.refreshEnergy 1165843005600.000244                       # Energy for refresh commands per rank (pJ) (Joule)
system.mem_ctrl.dram.rank1.actBackEnergy 3464831022690                       # Energy for active background per rank (pJ) (Joule)
system.mem_ctrl.dram.rank1.preBackEnergy 2753498554080                       # Energy for precharge background per rank (pJ) (Joule)
system.mem_ctrl.dram.rank1.actPowerDownEnergy            0                       # Energy for active power-down per rank (pJ) (Joule)
system.mem_ctrl.dram.rank1.prePowerDownEnergy            0                       # Energy for precharge power-down per rank (pJ) (Joule)
system.mem_ctrl.dram.rank1.selfRefreshEnergy            0                       # Energy for self refresh per rank (pJ) (Joule)
system.mem_ctrl.dram.rank1.totalEnergy   7659673557075                       # Total energy per rank (pJ) (Joule)
system.mem_ctrl.dram.rank1.averagePower    518.635950                       # Core power per rank (mW) (Watt)
system.mem_ctrl.dram.rank1.totalIdleTime            0                       # Total Idle time Per DRAM Rank (Tick)
system.mem_ctrl.dram.rank1.pwrStateTime::IDLE 7122205277250                       # Time in different power states (Tick)
system.mem_ctrl.dram.rank1.pwrStateTime::REF 493165400000                       # Time in different power states (Tick)
system.mem_ctrl.dram.rank1.pwrStateTime::SREF            0                       # Time in different power states (Tick)
system.mem_ctrl.dram.rank1.pwrStateTime::PRE_PDN            0                       # Time in different power states (Tick)
system.mem_ctrl.dram.rank1.pwrStateTime::ACT 7153512119750                       # Time in different power states (Tick)
system.mem_ctrl.dram.rank1.pwrStateTime::ACT_PDN            0                       # Time in different power states (Tick)
system.mem_ctrl.power_state.pwrStateResidencyTicks::UNDEFINED 14768882797000                       # Cumulative time (in ticks) in various power states (Tick)
system.membus.transDist::ReadResp            23790374                       # Transaction distribution (Count)
system.membus.transDist::WritebackDirty       7033506                       # Transaction distribution (Count)
system.membus.transDist::CleanEvict          22780337                       # Transaction distribution (Count)
system.membus.transDist::UpgradeReq              5281                       # Transaction distribution (Count)
system.membus.transDist::ReadExReq            6155303                       # Transaction distribution (Count)
system.membus.transDist::ReadExResp           6155303                       # Transaction distribution (Count)
system.membus.transDist::ReadSharedReq       23790375                       # Transaction distribution (Count)
system.membus.pktCount_system.l3cache.mem_side_port::system.mem_ctrl.port     89710479                       # Packet count per connected requestor and responder (Count)
system.membus.pktCount_system.l3cache.mem_side_port::total     89710479                       # Packet count per connected requestor and responder (Count)
system.membus.pktCount::total                89710479                       # Packet count per connected requestor and responder (Count)
system.membus.pktSize_system.l3cache.mem_side_port::system.mem_ctrl.port   2366667712                       # Cumulative packet size per connected requestor and responder (Byte)
system.membus.pktSize_system.l3cache.mem_side_port::total   2366667712                       # Cumulative packet size per connected requestor and responder (Byte)
system.membus.pktSize::total               2366667712                       # Cumulative packet size per connected requestor and responder (Byte)
system.membus.snoops                             5208                       # Total snoops (Count)
system.membus.snoopTraffic                          0                       # Total snoop traffic (Byte)
system.membus.snoopFanout::samples           29950959                       # Request fanout histogram (Count)
